id_funcionario,id_loja,nome_funcionario,passaporte_funcionario,situacao_funcionario,cargo_funcionario,salario_funcionario
795,65,"Olmos, Elizabeth",GQFF8LNCQ,CONTRATADO,VENDEDOR,1.268877411261201e-4
796,55,"Zamora Fuentes, Orlando",ANKV1HZ4R,CONTRATADO,VENDEDOR,4.4891380675725475e-4
797,62,"Barrios Alaniz, Janet",B5R1FQG4S,CONTRATADO,VENDEDOR,2.732555979862809e-4
798,44,"Ibarra Jr, Neiko",QZ4LQ65I5,CONTRATADO,GERENTE,0.00043821042368914754
799,58,"Gutierrez, Montana",9QZ2Q5AFT,PESSOA JURIDICA,VENDEDOR,1.6613787399407927e-4
800,17,"Chavez, Julian",BAMFFTSC7,CONTRATADO,VENDEDOR,4.175981748681117e-4
801,71,"Avila, Ashley",8IKXBV7UR,DESLIGADO,VENDEDOR,3.953256937011256e-4
802,60,"Medina, Rudy",9B0YDX8QH,PESSOA JURIDICA,VENDEDOR,1.5014139562845232e-4
803,31,"Herrera, Ashton",XL1XS4A71,CONTRATADO,VENDEDOR,2.657369676977396e-4
804,77,"Montanez, Jonathan",ZOI560UIP,DESLIGADO,VENDEDOR,1.321818793192506e-4
805,90,"Torres, Alexandra",ESKIWJMN7,CONTRATADO,VENDEDOR,3.340044959769091e-4
806,83,"Aviles, Jesika",ENZI4OPY0,CONTRATADO,VENDEDOR,3.477908398788024e-4
807,61,"Sanchez, Maximilian",90609MBSD,CONTRATADO,VENDEDOR,1.071762239560485e-4
808,71,"Oppegaard, Karen",AG4OITUAQ,DESLIGADO,VENDEDOR,1.0034034191244893e-5
809,82,"Deavers, Marisol",KO642A1JN,PESSOA JURIDICA,VENDEDOR,7.575476039201021e-5
810,23,"Olivas-Rodriguez, Julio",J5CLJIJPJ,CONTRATADO,VENDEDOR,4.2715829683650033e-4
811,84,"Camacho-Anguiano, Gilbert",S0ILNS74O,PESSOA JURIDICA,VENDEDOR,2.524183262139559e-4
812,75,"Ruiz-Garcia, Nallely",QRJJLECZA,CONTRATADO,VENDEDOR,3.5376461444604885e-4
813,84,"Cardenas-Cardona, Edgar",RM0EIRMHQ,DESLIGADO,VENDEDOR,2.3732595704495908e-4
814,28,"Vasquez-Carrillo, Shauntae",SJ9V839NZ,CONTRATADO,GERENTE,6.191658660434917e-4
815,73,"Madera, Aleaha",N5RPX200Z,CONTRATADO,GERENTE,2.2143402574151497e-4
816,1,"Domenech, Vinchenzo",ZPOW4JF29,CONTRATADO,VENDEDOR,2.392506180331111e-4
817,84,"Sandoval, Kristopher",WNHFB803Q,DESLIGADO,VENDEDOR,2.0683682914823294e-4
818,32,"Gaytan, Gerardo",Z0TG3NTXM,PESSOA JURIDICA,VENDEDOR,7.621653906664946e-4
819,45,"Montesenriquez, Ricardo",RND6YETJG,CONTRATADO,VENDEDOR,5.72800103541384e-4
820,96,"Hernandez Jr, Valencia",C70CVDPMI,DESLIGADO,VENDEDOR,3.6073637379515657e-4
821,84,"Rivas, Brittney",563FW866W,CONTRATADO,VENDEDOR,0.0010419196594008266
822,37,"Dominguez, Leonel",7A1SGMAPP,CONTRATADO,GERENTE,5.155400954806391e-4
823,49,"Sagal, Jaziah",0VKC2IN0B,CONTRATADO,VENDEDOR,3.632357261914502e-4
824,11,"Barcelona, Mason",2KYDF1W9F,CONTRATADO,VENDEDOR,5.5767235136046115e-5
825,100,"Salinas, Marco",YBIE37SEN,DESLIGADO,GERENTE,2.6756127290427685e-4
826,11,"Estrada, Jorge",91BNSIYVF,CONTRATADO,GERENTE,1.0471971724182368e-4
827,55,"Chavez, Ashly",1I6VU9I2P,PESSOA JURIDICA,GERENTE,2.610913896933198e-4
828,42,"Guevara, Tamika",ZWABDURLH,CONTRATADO,VENDEDOR,1.1256433905578497e-5
829,46,"Gettler-Romero, Robsel",2LI9WF83C,DESLIGADO,GERENTE,5.412116702477981e-4
830,100,"Abeyta, Christopher",WLZI3GI2U,CONTRATADO,VENDEDOR,5.268492214213659e-4
831,87,"Sandoval, Rogelia",HTEAQO6EX,CONTRATADO,GERENTE,5.127884533088256e-4
832,26,"Lopez, Austin",B3Q4YGKB9,CONTRATADO,VENDEDOR,1.527800860671088e-4
833,85,"Hernandez, Felix",L7M8I9FEX,CONTRATADO,GERENTE,2.002054139971733e-4
834,19,"Santillan, Erica",6HGSBZP11,CONTRATADO,VENDEDOR,7.436176262459852e-4
835,20,"Moreno, Michael",8WXA1KPEN,CONTRATADO,VENDEDOR,5.31997944770341e-4
836,88,"Garcia Lares, Asia",KLWIG3FG4,CONTRATADO,VENDEDOR,1.0337287136267053e-4
837,80,"Bernhardt, Andria",3G2CQESZS,PESSOA JURIDICA,GERENTE,3.7208335062671196e-4
838,76,"Martinez, Endy",8M29JUNDG,CONTRATADO,VENDEDOR,1.4339768327772618e-5
839,74,"Padilla, Ashley",UR0Y7BGNJ,DESLIGADO,GERENTE,1.2391084153205156e-4
840,85,"Bridgett, Kirsten",CPSWYCWHN,CONTRATADO,VENDEDOR,9.335904307159331e-4
841,13,"Aquino-Denova, Sage",HNXWXQ3WZ,CONTRATADO,GERENTE,6.997889652848243e-5
842,90,"Galindo-Bernal, Alicia",HXGDMW4OD,CONTRATADO,VENDEDOR,1.5856430341191727e-5
843,77,"Martinez, Oscar",4E9SOGDNU,CONTRATADO,VENDEDOR,3.8185287861648265e-4
844,69,"Casas Sanchez, Alejandra",T7KXXYS4N,CONTRATADO,GERENTE,1.280783597379923e-4
845,35,"Hernandez, Marco",YWT463EAE,CONTRATADO,VENDEDOR,4.101354446572999e-4
846,63,"Brizuela, Daniel",XELL4YJY1,CONTRATADO,GERENTE,5.206749998033047e-5
847,80,"Fonseca, Elliott",0L1IF95PD,CONTRATADO,VENDEDOR,1.3302766114217828e-4
848,93,"Sintas, Daneka",K4A9W811O,CONTRATADO,VENDEDOR,0.0014337184872010543
849,55,"Alarcon, Luis",HFCMKGR9N,CONTRATADO,VENDEDOR,3.0466641819286834e-4
850,89,"Ruiz-Hernandez, Alexia",C98ZODDC0,CONTRATADO,VENDEDOR,8.16535018274515e-5
851,81,"Trujillo, Carlos",BSB730Y39,CONTRATADO,GERENTE,3.3861042921894845e-4
852,18,"Gonzales, Perla",ZLGHBWWGC,CONTRATADO,VENDEDOR,3.0572668856086304e-4
853,44,"Vallejo, Mikaela",9AZOCRL69,CONTRATADO,GERENTE,4.938509542326976e-4
854,21,"Robellada, Kiabet",SZBDHHR97,CONTRATADO,VENDEDOR,8.564631722363378e-4
855,69,"Aceves, Alexis",N9M6Q2XF5,CONTRATADO,VENDEDOR,7.840500138363935e-4
856,24,"Espinoza, Calvin",DMWT4PL4I,CONTRATADO,VENDEDOR,0.0012583528816027835
857,75,"Mestas, Alexis",30DS0XLRW,CONTRATADO,VENDEDOR,2.6523172333836555e-4
858,84,"Raasakka, Luis",PW82192KC,CONTRATADO,VENDEDOR,1.1658028261539377e-4
859,10,"Alegria, Gerald",H49LNC8AP,DESLIGADO,VENDEDOR,2.1388236340135337e-4
860,6,"Frausto, Brendon",AXY1JRZXB,CONTRATADO,GERENTE,8.488103579729796e-5
861,56,"Chavez, Jacob",C4JHG8UGL,CONTRATADO,VENDEDOR,4.087215338421312e-4
862,51,"Dorame-Prentiss, Jovan",7R7CU6D8W,CONTRATADO,VENDEDOR,1.5158898513764144e-4
863,45,"Martinez, Nicole",MA3XDUZ9A,CONTRATADO,GERENTE,3.876695082544094e-5
864,23,"Rebeterano, Jessica",B5ZSKWC7O,PESSOA JURIDICA,VENDEDOR,8.574103645476248e-4
865,90,"Lawrence, Estefany",47DOIJFB0,CONTRATADO,VENDEDOR,3.23235992340817e-5
866,82,"Pompa, Reece",RSCMKZ9VD,CONTRATADO,VENDEDOR,6.515613254159689e-5
867,91,"Nieto, Preceliana",K99D81SRK,CONTRATADO,GERENTE,0.00012939113471657039
868,73,"Gaucin, Michelle",2IAAY1ML9,CONTRATADO,VENDEDOR,5.438454069029142e-4
869,69,"Hernandez, Andrea",BD2I1IBX0,CONTRATADO,GERENTE,1.6586290355771781e-4
870,75,"Alvarado, Mayra",UU199K6S5,CONTRATADO,VENDEDOR,2.5252750888466835e-4
871,25,"Villegas, Alex",8KU75YR6Q,CONTRATADO,GERENTE,2.6523408070206644e-4
872,25,"Apodaca, Micaela",AGFYRAV8R,PESSOA JURIDICA,GERENTE,2.369107324630022e-4
873,43,"Ramirez Erives, Carlos",FCNBR1VBA,CONTRATADO,GERENTE,7.553328800961733e-4
874,55,"Vigil, Jovana",WXKGRBXS6,CONTRATADO,VENDEDOR,3.101845737378646e-4
875,34,"Acosta, Norma",PEFHTHIK4,CONTRATADO,GERENTE,6.739079728722573e-5
876,39,"Bustillos, Nicolas",TML76ER15,CONTRATADO,VENDEDOR,6.677177767704793e-4
877,25,"Gonzalez, Laura",Z9YBP1WSD,CONTRATADO,VENDEDOR,4.320366684179355e-4
878,8,"Perez, Victoria",D5YFH22AM,CONTRATADO,VENDEDOR,1.6336217820644378e-4
879,21,"Sanchez, Hector",9Y4HZSSFI,CONTRATADO,GERENTE,7.535587977617979e-5
880,7,"Gomez, Celestino",MY22YNIEK,CONTRATADO,VENDEDOR,6.508584544062615e-5
881,35,"Reyes, Rodrick",NCPJU1NFZ,CONTRATADO,VENDEDOR,9.525830108038407e-6
882,20,"Melendrez, Allyson",GSTV7H34X,CONTRATADO,GERENTE,0.002226651609585264
883,10,"Martinez, Jasmine",6OHFHDRDN,DESLIGADO,VENDEDOR,2.1323981992900373e-4
884,92,"Rodriguez, Jorge",O7TTJUQKV,CONTRATADO,VENDEDOR,4.0347348927416145e-4
885,1,"Montano, Lorenzo De Jesus",CHVZOJMLW,CONTRATADO,GERENTE,8.286742120645144e-4
886,43,"Martinez, Megan",XUS302MR3,CONTRATADO,VENDEDOR,1.3231275845319032e-4
887,40,"Garcia, Maria",3JMAZPBHS,CONTRATADO,GERENTE,6.979363761506177e-4
888,30,"Carmona, Jazmin",GP7H6Q95F,CONTRATADO,VENDEDOR,3.441066281124083e-4
889,43,"Gonzalez, Sjaandra",HD1F2VXAC,CONTRATADO,GERENTE,1.4561388378313473e-4
890,19,"Duran, Kevin",V23CU4R13,PESSOA JURIDICA,GERENTE,9.205385576933623e-5
891,11,"Schwarz, Marcus",RPQQYLFXP,CONTRATADO,VENDEDOR,7.706136710605719e-4
892,28,"Tinoco, Kayla",N1HS13LNU,CONTRATADO,GERENTE,7.52375925534593e-5
893,87,"Gilbert, Tirzah",8R6DWGAOV,CONTRATADO,VENDEDOR,1.0929321870207787e-5
894,43,"Apodaca, Alexander",7P7UX486B,CONTRATADO,GERENTE,7.139368373900652e-5
895,69,"Herman, Jose",WGO2BJ4UK,PESSOA JURIDICA,VENDEDOR,7.836754358968832e-4
896,28,"Sosa, Airiel",VXJTPQXGZ,CONTRATADO,VENDEDOR,1.2155899945646525e-4
897,94,"Quezada, Randall",RDV6QM2HB,DESLIGADO,GERENTE,6.134168921524417e-5
898,95,"Maestas, Destiny",P8Q8CL1XJ,CONTRATADO,GERENTE,6.028718731961347e-4
899,33,"Yewey, Karla",QLZS1XP1P,CONTRATADO,VENDEDOR,2.9009015671908856e-5
900,87,"Martinez, Jessica",5EAEVGQJV,DESLIGADO,GERENTE,4.2891585266399874e-4
901,37,"Silerio-Castanon, Ella",G71QQU1V0,CONTRATADO,GERENTE,1.4003361184149982e-4
902,97,"Lopez Garcia, Andrew",TJJ0ZZU4Q,CONTRATADO,GERENTE,2.6759556122124197e-5
903,65,"Hefner, Issac",JEVB7FCMG,PESSOA JURIDICA,GERENTE,4.6457758618700994e-4
904,42,"Lara, Christian",ALZNAJFC7,CONTRATADO,GERENTE,2.967040549795676e-4
905,48,"Blazon, Efrain",YKW7M625S,CONTRATADO,VENDEDOR,4.256327112496912e-4
906,31,"Cervantes, Keanna",NDCY8NQLL,CONTRATADO,VENDEDOR,3.997402847165401e-4
907,64,"Mehas, Martha",FHPWEGF2U,PESSOA JURIDICA,GERENTE,3.6124758981168274e-5
908,37,"Vaca, Linda",C1SQQ0QG6,CONTRATADO,VENDEDOR,1.9249693397432568e-4
909,1,"Marquez, Rusty",YW8KJYO7N,CONTRATADO,GERENTE,1.0677167158573867e-4
910,89,"Perez, Manuel",F5EAPUKXI,DESLIGADO,VENDEDOR,5.994962989947892e-4
911,55,"Espinoza, Louis",17W9WI6NU,PESSOA JURIDICA,GERENTE,3.580571714620639e-4
912,73,"Mack, Karen",0PRRDLY4T,CONTRATADO,GERENTE,6.520246113172896e-5
913,33,"Perez Onate, Luis",YWEX4TYRD,CONTRATADO,VENDEDOR,2.454846203327179e-5
914,74,"Valencia, Alfred",R7XWIHJCN,CONTRATADO,VENDEDOR,6.771710289906717e-4
915,96,"Cerna Sanchez, Ray Ann",GV2DDTDNT,CONTRATADO,VENDEDOR,4.936245290371338e-5
916,19,"Martinez Bity, Ricardo",LU3R1SR6X,CONTRATADO,GERENTE,7.229534352711294e-4
917,79,"Oliva, Dianna",0LVP4CK7W,CONTRATADO,VENDEDOR,6.004493496083326e-4
918,65,"Tapia Vega, Elvis",F4LWD0IF5,CONTRATADO,GERENTE,3.748826620834777e-4
919,29,"Fileto Ballesteros, Jose",U7U1L5VMC,CONTRATADO,GERENTE,8.707002415141587e-4
920,21,"Adame-Luevanos, Kathy",I6QC9FH8Q,CONTRATADO,VENDEDOR,0.0013625746636910633
921,82,"Fernandez, Samantha",E2Z629LQZ,CONTRATADO,VENDEDOR,2.584876270964742e-4
922,66,"Gomez, Daniel",P4CJ3NE88,CONTRATADO,GERENTE,6.662243261597254e-4
923,42,"Ronquillo, Carlos",FT59A8Y3A,CONTRATADO,GERENTE,8.981863907965567e-4
924,78,"Morales, Stephanie",2N202CWM7,CONTRATADO,GERENTE,1.3408075581055069e-5
925,49,"White, Brandon",FE7X73F5P,CONTRATADO,VENDEDOR,2.755120763555169e-4
926,94,"Delacruz, Abrum",P09ZVW2NX,CONTRATADO,GERENTE,0.0015498421332890038
927,51,"Valdez, Joey",K0OTKV5K4,CONTRATADO,GERENTE,0.001431461827973564
928,39,"Vasquez, Margarita",7VZQ7OVTH,DESLIGADO,VENDEDOR,6.82515677776108e-4
929,73,"Vigil, Isaac",O4IM0FYUN,CONTRATADO,GERENTE,2.5381638080629193e-5
930,83,"Manzo-Padilla, Breanda",1DSMW9YBY,DESLIGADO,VENDEDOR,0.0029702234192002307
931,63,"Garcia, Kallen",1QIQ7604R,CONTRATADO,GERENTE,4.797909153644809e-5
932,30,"Perez, Peter",50M53C13S,CONTRATADO,VENDEDOR,3.142751833209817e-4
933,52,"Hernandez, Hector",HRHQALYUW,DESLIGADO,VENDEDOR,5.027405921201755e-4
934,12,"Martinez Marquez, Isaac",OBQFFXWGD,DESLIGADO,VENDEDOR,6.228547298239348e-4
935,68,"Saldate, Lesdi",KU74HDY0X,CONTRATADO,GERENTE,2.4006892275065184e-4
936,71,"Reynolds, Abraham",6Q0EO2HQK,CONTRATADO,VENDEDOR,0.0031969583427547753
937,84,"Buso, Daniel",TDX56L4IX,CONTRATADO,VENDEDOR,3.0550294741988185e-5
938,78,"Ramos-Mandujano, Desiree",119GR3EAT,CONTRATADO,VENDEDOR,6.918627876782327e-4
939,6,"Casias, Yadira",PK50LNA8F,CONTRATADO,VENDEDOR,0.0018830138876365094
940,63,"Bicio-Renteria, Courtney",QLZFE67MJ,CONTRATADO,VENDEDOR,1.215690634395549e-4
941,77,"Rios, Brittani",Q4CKC8O7Q,DESLIGADO,VENDEDOR,1.1075127981603147e-4
942,76,"Barrera, Marcus",GQRHMMVPP,CONTRATADO,VENDEDOR,0.0011400557427926259
943,77,"Ponce-Miranda, Ana",C60ZTMZQH,CONTRATADO,VENDEDOR,3.1396648126482497e-4
944,22,"Soto, Domenic",M5QDVVUW4,CONTRATADO,VENDEDOR,1.3617040322122406e-4
945,45,"Vega, Jazmine",OT6JZZYLY,CONTRATADO,GERENTE,2.4815202187746763e-4
946,79,"Sanchez, Emily",7NXH0Y2PZ,CONTRATADO,VENDEDOR,8.001420533292874e-5
947,63,"Martinez, Jalen",MY0QGEZS8,CONTRATADO,VENDEDOR,2.0083377696573736e-4
948,84,"Vera, Shalenee",X14JT9YVM,CONTRATADO,VENDEDOR,1.974125947803259e-4
949,65,"Medina, Antonio",M5J1JP220,CONTRATADO,VENDEDOR,2.7994820331646667e-5
950,97,"Rascon, Olivia",F92CV3F59,DESLIGADO,GERENTE,1.7192831113934518e-4
951,73,"Garcia, Isaac",DPSNJR0V2,CONTRATADO,VENDEDOR,6.43578181382189e-4
952,43,"Gonzalez, Daniel",158CHLA2I,CONTRATADO,VENDEDOR,9.305530644449141e-4
953,81,"Cabral-Trevino, Cameron",S52DPGWXG,CONTRATADO,GERENTE,1.798607259988785e-5
954,98,"Martinez, Aaron",SGGMF5GUQ,CONTRATADO,GERENTE,8.095218516550163e-4
955,8,"Chavira, Cynthia",CHUJ7V33O,CONTRATADO,VENDEDOR,7.967432200572588e-4
956,29,"Duron, Cassidy",P67LQV0X1,CONTRATADO,VENDEDOR,3.225385129283715e-4
957,99,"Sanchez, Jose",NCLD6UQ48,CONTRATADO,VENDEDOR,6.001662276685238e-6
958,56,"Cordova, Sovida",ZQ43EIVB1,CONTRATADO,VENDEDOR,5.26043246669655e-4
959,23,"Aguirre, Oliver",77NA1S1PI,CONTRATADO,VENDEDOR,5.949427019458915e-4
960,5,"Jaramillo, Kaela",L10I7KBRC,PESSOA JURIDICA,VENDEDOR,9.328747499708003e-4
961,41,"Olivas, Ruben",UWBF77WSO,CONTRATADO,VENDEDOR,7.920888573317145e-5
962,40,"Esquibel, Tyler",1YXJ4AJ2M,CONTRATADO,GERENTE,1.6103009507060053e-4
963,72,"Isais, Saul",ADN3WHQ1J,CONTRATADO,VENDEDOR,2.5047004744410516e-4
964,53,"Chavez, David",VH688NGWT,CONTRATADO,VENDEDOR,3.4425138456929216e-4
965,13,"Ortega, Guadalupe",8WMCWZ6CC,CONTRATADO,VENDEDOR,5.969570181927778e-4
966,67,"Lucero, Isaias",V53CFU7JO,CONTRATADO,VENDEDOR,1.7159969583153725e-4
967,5,"Martinez, Cristina",K57MKZ5WY,CONTRATADO,GERENTE,1.4906688611954452e-4
968,70,"Garcia, Stephanie",3CR91D9KS,DESLIGADO,VENDEDOR,3.0883768132008494e-4
969,81,"Duran Ornelas, Brittany",EH00ZBS5B,DESLIGADO,VENDEDOR,0.0024330584465113076
970,21,"Moreno, Raymundo",7PKXNMJ7S,CONTRATADO,VENDEDOR,7.977471321485139e-4
971,20,"Delvillar, Gabriela",X5J16W2V3,CONTRATADO,GERENTE,6.0629658587276936e-5
972,71,"Abeyta, Angelica",J4RGBSHIJ,CONTRATADO,VENDEDOR,9.040157534182073e-5
973,92,"Gonzales, Victor",78J8KW0Y4,CONTRATADO,VENDEDOR,8.00958217646847e-4
974,68,"Fesili, Josef",ND3W416D1,CONTRATADO,VENDEDOR,1.8871424651299403e-4
975,6,"Villanueba, Vanessa",7FKMMJG0D,CONTRATADO,VENDEDOR,3.5835588821181896e-4
976,77,"Proano, Eduardo",16CMSIVSY,DESLIGADO,GERENTE,4.420486685219179e-4
977,77,"Hernandez, Kristen",GW7R6SCBL,CONTRATADO,VENDEDOR,2.7877082562256344e-4
978,90,"Reyes, Stacy",IQ7RMFDGG,CONTRATADO,GERENTE,0.0021062549060896973
979,45,"Madrid, April",OPX6O87JM,CONTRATADO,GERENTE,4.840943530033876e-4
980,58,"Rubio, Stephen",RQ8USF8I9,CONTRATADO,VENDEDOR,9.413007892164137e-4
981,25,"Chavez, Toni",MVW0H8MZY,CONTRATADO,GERENTE,0.0014085218153053766
982,87,"Lamas, Sandra",D5FTDMZ14,CONTRATADO,VENDEDOR,2.136011630296707e-4
983,53,"Vest, Brianna",KJSFQZMSE,DESLIGADO,VENDEDOR,1.4385774370031052e-5
984,42,"Trujillo, Alexander",RHC1012P3,CONTRATADO,VENDEDOR,2.4636059626936915e-5
985,28,"Mendoza, Daniel",FS40MBU1N,CONTRATADO,VENDEDOR,1.1926089711487294e-4
986,27,"Brodie, Cierra",7LAA3YWUR,CONTRATADO,VENDEDOR,2.8575165076007556e-6
987,46,"Vargas, Louis",21K9NCMET,CONTRATADO,GERENTE,2.2926595937460662e-4
988,92,"Jimenez, Ricardo",MMDBUXSBS,CONTRATADO,GERENTE,7.189800180158713e-4
989,95,"Noriega, Chase",IW8TSEQTD,CONTRATADO,VENDEDOR,2.2890596855431797e-4
990,52,"Lopez, Carlos",TKM0TLMJU,CONTRATADO,GERENTE,3.3346475361097343e-4
991,17,"Marquez, Destiny",H7KD0VH0J,CONTRATADO,VENDEDOR,4.2877802214045125e-4
992,42,"Arguello, Tianna",BL3UR9BT6,CONTRATADO,VENDEDOR,1.5941238012164832e-4
993,12,"Moralez, Erick",6SAYG2IBG,CONTRATADO,VENDEDOR,8.267697892747023e-4
994,97,"Garcia, Jesus",DBORWMYPO,CONTRATADO,GERENTE,6.794962491840124e-5
995,24,"Solorzano, Casandra",21OUHCVRS,PESSOA JURIDICA,VENDEDOR,2.8796019777655604e-005
996,54,"Juarez, Herman",53PI3CUF9,CONTRATADO,VENDEDOR,2.297312530420517e-5
997,65,"Garcia, Alex",V4WTFWRH8,CONTRATADO,VENDEDOR,2.739513657987118e-4
998,48,"Lopez Plaza, Itzi",V65KN0AWC,DESLIGADO,VENDEDOR,6.154667686537546e-4
999,85,"Hightower, Brandon",F0ANMLKRY,CONTRATADO,VENDEDOR,3.875872138719607e-4
1000,21,"Ortega, Ethan",ATSF7D34W,CONTRATADO,VENDEDOR,2.1543540079146624e-4
